date,Reff_mean,rho_A
2020-10-28,1.0484944322890106,3.4285779432625665
2020-10-29,1.030788555144456,3.4285779432625665
2020-10-30,1.0655066937756001,3.4285779432625665
2020-10-31,1.6303812670116902,3.4285779432625665
2020-11-01,1.6899914116554433,3.4285779432625665
2020-11-02,1.2418945253407725,3.4285779432625665
2020-11-03,1.265458162151023,3.4285779432625665
2020-11-04,1.298214889777813,3.4285779432625665
2020-11-05,1.128353818453016,3.4285779432625665
2020-11-06,1.1246185574259542,3.4285779432625665
2020-11-07,1.290432202920964,3.4285779432625665
2020-11-08,1.280234997497886,3.4285779432625665
2020-11-09,1.1074644191703964,3.4285779432625665
2020-11-10,1.1071175735944578,3.4285779432625665
2020-11-11,1.1166784944964243,3.4285779432625665
2020-11-12,1.1108837876043631,3.4285779432625665
2020-11-13,1.1194726618841306,3.4285779432625665
2020-11-14,1.2676180471344607,3.4285779432625665
2020-11-15,1.279108068647266,3.4285779432625665
2020-11-16,1.1083654431810117,3.4285779432625665
2020-11-17,1.109380103286219,3.4285779432625665
2020-11-18,1.1183587319820845,3.4285779432625665
2020-11-19,1.112112177302538,3.4285779432625665
2020-11-20,1.1176374343154543,3.4285779432625665
2020-11-21,1.3128686454465823,3.4285779432625665
2020-11-22,1.3255145646051403,3.4285779432625665
2020-11-23,1.1204447603996504,3.4285779432625665
2020-11-24,1.1234154483090015,3.4285779432625665
2020-11-25,1.1424847595387078,3.4285779432625665
2020-11-26,1.1377749227303942,3.4285779432625665
2020-11-27,1.1362702097256399,3.4285779432625665
2020-11-28,1.351601644561964,3.4285779432625665
2020-11-29,1.3587610005929749,3.4285779432625665
2020-11-30,1.1520695380289157,3.4285779432625665
2020-12-01,1.1789247991044052,3.4285779432625665
2020-12-02,1.2610287348285762,3.4285779432625665
2020-12-03,1.238004587737594,3.4285779432625665
2020-12-04,1.242985316391058,3.4285779432625665
2020-12-05,1.6079931819742286,3.4285779432625665
2020-12-06,1.5869820080734909,3.4285779432625665
2020-12-07,1.2166222217433236,3.4285779432625665
2020-12-08,1.2481468919699883,3.4285779432625665
2020-12-09,1.2540635732403953,3.4285779432625665
2020-12-10,1.2402866990004464,3.4285779432625665
2020-12-11,1.2531767295854352,3.4285779432625665
2020-12-12,1.6095225184295552,3.4285779432625665
2020-12-13,1.5589914553536652,3.4285779432625665
2020-12-14,1.2095023028387437,3.4285779432625665
2020-12-15,1.2210541543067588,3.4285779432625665
2020-12-16,1.2185082654103367,3.4285779432625665
2020-12-17,1.2079870029132154,3.4285779432625665
2020-12-18,1.1479487647517155,3.4285779432625665
2020-12-19,1.5789766419414695,3.4285779432625665
2020-12-20,1.5808783876103898,3.4285779432625665
2020-12-21,0.9347554324891796,3.4285779432625665
2020-12-22,0.9112814744181646,3.4285779432625665
2020-12-23,0.8586523659243193,3.4285779432625665
2020-12-24,0.6441191829707692,3.4285779432625665
2020-12-25,0.27540137391924796,3.4285779432625665
2020-12-26,0.8538844766383205,3.4285779432625665
2020-12-27,1.3014314432412777,3.4285779432625665
2020-12-28,0.42686314642805656,3.4285779432625665
2020-12-29,0.6091802622270008,3.4285779432625665
2020-12-30,0.6402738334818463,3.4285779432625665
2020-12-31,0.5768187109697016,3.4285779432625665
2021-01-01,0.30266077870113894,3.4285779432625665
2021-01-02,1.1376979141349577,3.4285779432625665
2021-01-03,1.302408935901741,3.4285779432625665
2021-01-04,0.9829499445660532,3.4285779432625665
2021-01-05,0.9446967498498735,3.4285779432625665
2021-01-06,0.9427154477978168,3.4285779432625665
2021-01-07,0.9324850361057844,3.4285779432625665
2021-01-08,0.9397002285587609,3.4285779432625665
2021-01-09,1.2247417736603199,3.4285779432625665
2021-01-10,1.250208215814657,3.4285779432625665
2021-01-11,0.9402829986418634,3.4285779432625665
2021-01-12,0.9209589053436564,3.4285779432625665
2021-01-13,0.9209110822695314,3.4285779432625665
2021-01-14,0.8866853983689446,3.4285779432625665
2021-01-15,0.9099997467375659,3.4285779432625665
2021-01-16,1.1833226482597123,3.4285779432625665
2021-01-17,1.246031770722353,3.4285779432625665
2021-01-18,0.916898944371265,3.4285779432625665
2021-01-19,0.8995453596372853,3.4285779432625665
2021-01-20,0.9069429109871359,3.4285779432625665
2021-01-21,0.9104862091348175,3.4285779432625665
2021-01-22,0.9396932017113393,3.4285779432625665
2021-01-23,1.225068655417375,3.4285779432625665
2021-01-24,1.192910354148776,3.4285779432625665
2021-01-25,0.8933689801057674,3.4285779432625665
2021-01-26,0.9086264251345766,3.4285779432625665
2021-01-27,0.9359980939320764,3.4285779432625665
2021-01-28,0.9246181419672976,3.4285779432625665
2021-01-29,0.951327205342365,3.4285779432625665
2021-01-30,1.222910340169219,3.4285779432625665
2021-01-31,1.2692292141907038,3.4285779432625665
2021-02-01,0.9395226480444767,3.4285779432625665
2021-02-02,0.9156318606585785,3.4285779432625665
2021-02-03,0.9472525399854076,3.4285779432625665
2021-02-04,0.9419566155428141,3.4285779432625665
2021-02-05,0.9643475810685166,3.4285779432625665
2021-02-06,1.2631229483251443,3.4285779432625665
2021-02-07,1.2426418985938659,3.4285779432625665
2021-02-08,0.902245699090845,3.4285779432625665
2021-02-09,0.9113491999582446,3.4285779432625665
2021-02-10,0.9421680985973097,3.4285779432625665
2021-02-11,0.9464976699823728,3.4285779432625665
2021-02-12,0.964489050988255,3.4285779432625665
2021-02-13,1.2629813127546514,3.4285779432625665
2021-02-14,1.2760263147617241,3.4285779432625665
2021-02-15,0.8781507200494185,3.4285779432625665
2021-02-16,0.8791524972288411,3.4285779432625665
2021-02-17,0.8909163927523696,3.4285779432625665
2021-02-18,0.8858474482681066,3.4285779432625665
2021-02-19,0.9023763972454143,3.4285779432625665
2021-02-20,1.305041055897781,3.4285779432625665
2021-02-21,1.3483333509718973,3.4285779432625665
2021-02-22,0.976429403555048,3.4285779432625665
2021-02-23,0.9767746573340484,3.4285779432625665
2021-02-24,0.9927283463281876,3.4285779432625665
2021-02-25,0.9887592365590709,3.4285779432625665
2021-02-26,1.0149488305008325,3.4285779432625665
2021-02-27,1.3720978805850974,3.4285779432625665
2021-02-28,1.4051670832176448,3.4285779432625665
2021-03-01,0.9980845860210894,3.4285779432625665
2021-03-02,0.9950988428015511,3.4285779432625665
2021-03-03,1.002619186812726,3.4285779432625665
2021-03-04,1.0002218424388791,3.4285779432625665
2021-03-05,1.031650877644978,3.4285779432625665
2021-03-06,1.3733681776856577,3.4285779432625665
2021-03-07,1.4184150234983552,3.4285779432625665
2021-03-08,1.052020627976979,3.4285779432625665
2021-03-09,1.0666358923132888,3.4285779432625665
2021-03-10,1.0713079964572212,3.4285779432625665
2021-03-11,1.0809546824412897,3.4285779432625665
2021-03-12,1.1152387593493,3.4285779432625665
2021-03-13,1.3909285718359827,3.4285779432625665
2021-03-14,1.5604883560945064,3.4285779432625665
2021-03-15,1.0948212742436085,3.4285779432625665
2021-03-16,1.0885464252906225,3.4285779432625665
2021-03-17,1.1146658756863332,3.4285779432625665
2021-03-18,1.1061091664030034,3.4285779432625665
2021-03-19,1.1310648503143523,3.4285779432625665
2021-03-20,1.4166692425210994,3.4285779432625665
2021-03-21,1.4649506552042917,3.4285779432625665
2021-03-22,1.1172516185614947,3.4285779432625665
2021-03-23,1.1106171297300733,3.4285779432625665
2021-03-24,1.1304930710901908,3.4285779432625665
2021-03-25,1.1235697941270801,3.4285779432625665
2021-03-26,1.1357139303863273,3.4285779432625665
2021-03-27,1.4274832599756362,3.4285779432625665
2021-03-28,1.425550535920682,3.4285779432625665
2021-03-29,1.0741969082095197,3.4285779432625665
2021-03-30,1.0763511178264646,3.4285779432625665
2021-03-31,1.0830924738488665,3.4285779432625665
2021-04-01,1.062740454895213,3.4285779432625665
2021-04-02,0.558554904473028,3.4285779432625665
2021-04-03,1.3155653705389723,3.4285779432625665
2021-04-04,1.3855355358507304,3.4285779432625665
2021-04-05,0.44771408384398015,3.4285779432625665
2021-04-06,0.9362317700174562,3.4285779432625665
2021-04-07,0.9602235339598848,3.4285779432625665
2021-04-08,0.9731502427696963,3.4285779432625665
2021-04-09,1.0022309997427938,3.4285779432625665
2021-04-10,1.438691610135018,3.4285779432625665
2021-04-11,1.5033373062179443,3.4285779432625665
2021-04-12,1.0764404747022758,3.4285779432625665
2021-04-13,1.073231683245195,3.4285779432625665
2021-04-14,1.0786403720725264,3.4285779432625665
2021-04-15,1.0929080003745106,3.4285779432625665
2021-04-16,1.1107775311930304,3.4285779432625665
2021-04-17,1.5334402770029303,3.4285779432625665
2021-04-18,1.584528070342247,3.4285779432625665
2021-04-19,1.2188769931146115,3.4285779432625665
2021-04-20,1.2270021757743648,3.4285779432625665
2021-04-21,1.2305263314855357,3.4285779432625665
2021-04-22,1.2523736762575688,3.4285779432625665
2021-04-23,1.270929581425808,3.4285779432625665
2021-04-24,1.5734170316471778,3.4285779432625665
2021-04-25,1.5954798144130422,3.4285779432625665
2021-04-26,1.2487369385738925,3.4285779432625665
2021-04-27,1.241828389531368,3.4285779432625665
2021-04-28,1.245320798664248,3.4285779432625665
2021-04-29,1.2506860112686644,3.4285779432625665
2021-04-30,1.2711321658304768,3.4285779432625665
2021-05-01,1.5448478868807407,3.4285779432625665
2021-05-02,1.5696580210102309,3.4285779432625665
2021-05-03,0.48116525397271254,3.4285779432625665
2021-05-04,1.2314949318402442,3.4285779432625665
2021-05-05,1.2586953463464827,3.4285779432625665
2021-05-06,1.2581557134954924,3.4285779432625665
2021-05-07,1.3036372550241395,3.4285779432625665
2021-05-08,1.516681772229003,3.4285779432625665
2021-05-09,1.6287391041245618,3.4285779432625665
2021-05-10,1.262080781353919,3.4285779432625665
2021-05-11,1.2727625925567208,3.4285779432625665
2021-05-12,1.2705416853329812,3.4285779432625665
2021-05-13,1.2470373144937557,3.4285779432625665
2021-05-14,1.2905128567477466,3.4285779432625665
2021-05-15,1.5561249233438161,3.4285779432625665
2021-05-16,1.6269562539630278,3.4285779432625665
2021-05-17,1.2865714753436786,3.4285779432625665
2021-05-18,1.2873366377174695,3.4285779432625665
2021-05-19,1.300788019121538,3.4285779432625665
2021-05-20,1.2887047425028042,3.4285779432625665
2021-05-21,1.3052499900238272,3.4285779432625665
2021-05-22,1.6467525309939377,3.4285779432625665
2021-05-23,1.6588265089957757,3.4285779432625665
2021-05-24,1.2754377212246057,3.4285779432625665
2021-05-25,1.2887813870593865,3.4285779432625665
2021-05-26,1.3010426530917534,3.4285779432625665
2021-05-27,1.3101103391307067,3.4285779432625665
2021-05-28,1.3029945072663571,3.4285779432625665
2021-05-29,1.6199451206664996,3.4285779432625665
2021-05-30,1.6853889805523816,3.4285779432625665
2021-05-31,0.4945793657381402,3.4285779432625665
2021-06-01,1.0286222194833488,3.4285779432625665
2021-06-02,1.0524680295604678,3.4285779432625665
2021-06-03,1.062437701794205,3.4285779432625665
2021-06-04,1.0939970006855264,3.4285779432625665
2021-06-05,1.676800280000087,3.4285779432625665
2021-06-06,1.7472812511057745,3.4285779432625665
2021-06-07,1.2866321422245042,3.4285779432625665
2021-06-08,1.309512975358745,3.4285779432625665
2021-06-09,1.3151273746252214,3.4285779432625665
2021-06-10,1.3196672919424381,3.4285779432625665
2021-06-11,1.3404150280183045,3.4285779432625665
2021-06-12,1.703823239345297,3.4285779432625665
2021-06-13,1.7545621360687644,3.4285779432625665
2021-06-14,1.2904364838508682,3.4285779432625665
2021-06-15,1.3152301478722885,3.4285779432625665
2021-06-16,1.3075465015055743,3.4285779432625665
2021-06-17,1.297687909189918,3.4285779432625665
2021-06-18,1.3117635896628768,3.4285779432625665
2021-06-19,1.6836497659742544,3.4285779432625665
2021-06-20,1.7655897923782904,3.4285779432625665
2021-06-21,1.2753642095846602,3.4285779432625665
2021-06-22,1.2978821977714508,3.4285779432625665
2021-06-23,1.302155142868059,3.4285779432625665
2021-06-24,1.2982426670766916,3.4285779432625665
2021-06-25,1.306612527840735,3.4285779432625665
2021-06-26,1.6958761376442897,3.4285779432625665
2021-06-27,1.7367699138949702,3.4285779432625665
2021-06-28,1.2659872596248019,3.4285779432625665
2021-06-29,1.2582978281106407,3.4285779432625665
2021-06-30,1.2784330254817522,3.4285779432625665
2021-07-01,1.2884862457948336,3.4285779432625665
2021-07-02,1.3072869699391108,3.4285779432625665
2021-07-03,1.679272179503323,3.4285779432625665
2021-07-04,1.720679551680238,3.4285779432625665
2021-07-05,1.2680419699929193,3.4285779432625665
2021-07-06,1.2656642377374865,3.4285779432625665
2021-07-07,1.276874954730558,3.4285779432625665
2021-07-08,1.2640986418736702,3.4285779432625665
2021-07-09,1.292048625370475,3.4285779432625665
2021-07-10,1.6770551019248532,3.4285779432625665
2021-07-11,1.7842543213888307,3.4285779432625665
2021-07-12,1.1815161749284884,3.4285779432625665
2021-07-13,1.2424979176325375,3.4285779432625665
2021-07-14,1.2516327077992804,3.4285779432625665
2021-07-15,1.2449865370356028,3.4285779432625665
2021-07-16,1.2583720190881764,3.4285779432625665
2021-07-17,1.6580217678973852,3.4285779432625665
2021-07-18,1.7283881524546563,3.4285779432625665
2021-07-19,1.173316515743414,3.4285779432625665
2021-07-20,1.16575693331138,3.4285779432625665
2021-07-21,1.1685915302502983,3.4285779432625665
2021-07-22,1.1476544489428706,3.4285779432625665
2021-07-23,1.1506203347990889,3.4285779432625665
2021-07-24,1.6616760560753507,3.4285779432625665
2021-07-25,1.7452884387826713,3.4285779432625665
2021-07-26,1.0760604174226827,3.4285779432625665
2021-07-27,1.0829787449984616,3.4285779432625665
2021-07-28,1.088635872920555,3.4285779432625665
2021-07-29,1.0925069972363746,3.4285779432625665
2021-07-30,1.0922161935140888,3.4285779432625665
2021-07-31,1.663355119062994,3.4285779432625665
2021-08-01,1.7374089347125645,3.4285779432625665
2021-08-02,1.055817627747753,3.4285779432625665
2021-08-03,1.0649169453322922,3.4285779432625665
2021-08-04,1.0751121268943438,3.4285779432625665
2021-08-05,1.0673364371770124,3.4285779432625665
2021-08-06,1.0837010784006704,3.4285779432625665
2021-08-07,1.6331509883083994,3.4285779432625665
2021-08-08,1.7179700970067184,3.4285779432625665
2021-08-09,1.0615869294425186,3.4285779432625665
2021-08-10,1.0761125193389258,3.4285779432625665
2021-08-11,1.080161411849155,3.4285779432625665
2021-08-12,1.0811760199157576,3.4285779432625665
2021-08-13,1.096174890418139,3.4285779432625665
2021-08-14,1.6550508718981858,3.4285779432625665
2021-08-15,1.7321115679649692,3.4285779432625665
2021-08-16,1.0607181501193488,3.4285779432625665
2021-08-17,1.064098062028769,3.4285779432625665
2021-08-18,1.1060151264940052,3.4285779432625665
2021-08-19,1.096246819521661,3.4285779432625665
2021-08-20,1.1105002842886575,3.4285779432625665
2021-08-21,1.6371146692796286,3.4285779432625665
2021-08-22,1.7549629092975367,3.4285779432625665
2021-08-23,1.083641588939685,3.4285779432625665
2021-08-24,1.0859088486075335,3.4285779432625665
2021-08-25,1.095982315871264,3.4285779432625665
2021-08-26,1.0875819495939585,3.4285779432625665
2021-08-27,1.088694816371687,3.4285779432625665
2021-08-28,1.646497162252184,3.4285779432625665
2021-08-29,1.7386573431362429,3.4285779432625665
2021-08-30,0.5060528022124077,3.4285779432625665
2021-08-31,1.099307318190428,3.4285779432625665
2021-09-01,1.1626409345963369,3.4285779432625665
2021-09-02,1.194710452312385,3.4285779432625665
2021-09-03,1.2317274195987151,3.4285779432625665
2021-09-04,1.706933106211272,3.4285779432625665
2021-09-05,1.7987154903606712,3.4285779432625665
2021-09-06,1.2326299321254313,3.4285779432625665
2021-09-07,1.251816709197236,3.4285779432625665
2021-09-08,1.2676216841653276,3.4285779432625665
2021-09-09,1.2718912808190586,3.4285779432625665
2021-09-10,1.2986010625862294,3.4285779432625665
2021-09-11,1.7068539282393516,3.4285779432625665
2021-09-12,1.774094721388185,3.4285779432625665
2021-09-13,1.2598005539574315,3.4285779432625665
2021-09-14,1.2430067821728907,3.4285779432625665
2021-09-15,1.2675913549354623,3.4285779432625665
2021-09-16,1.2485118769895855,3.4285779432625665
2021-09-17,1.2567783172014204,3.4285779432625665
2021-09-18,1.6614127495442395,3.4285779432625665
2021-09-19,1.72097343322421,3.4285779432625665
2021-09-20,1.2414831639859072,3.4285779432625665
2021-09-21,1.2599221501720816,3.4285779432625665
2021-09-22,1.3022272936643235,3.4285779432625665
2021-09-23,1.2966157630965531,3.4285779432625665
2021-09-24,1.304150716212843,3.4285779432625665
2021-09-25,1.6735136909043566,3.4285779432625665
2021-09-26,1.7406764676974311,3.4285779432625665
2021-09-27,1.25994155065464,3.4285779432625665
2021-09-28,1.2605207496228,3.4285779432625665
2021-09-29,1.2688354132524917,3.4285779432625665
2021-09-30,1.2657795410691195,3.4285779432625665
2021-10-01,1.282901630474789,3.4285779432625665
2021-10-02,1.6177102072396679,3.4285779432625665
2021-10-03,1.719598595307433,3.4285779432625665
2021-10-04,1.2631964161538685,3.4285779432625665
2021-10-05,1.2575737713755932,3.4285779432625665
2021-10-06,1.2893800297993796,3.4285779432625665
2021-10-07,1.2944065540069356,3.4285779432625665
2021-10-08,1.3039330867539671,3.4285779432625665
2021-10-09,1.6749538302156455,3.4285779432625665
2021-10-10,1.7238652383089375,3.4285779432625665
2021-10-11,1.2858164154435907,3.4285779432625665
2021-10-12,1.2950477735322548,3.4285779432625665
2021-10-13,1.3060199430324992,3.4285779432625665
2021-10-14,1.3110272490943966,3.4285779432625665
2021-10-15,1.3163743895216824,3.4285779432625665
2021-10-16,1.6603878512699988,3.4285779432625665
2021-10-17,1.7115046510007392,3.4285779432625665
2021-10-18,1.258401442939948,3.4285779432625665
2021-10-19,1.2661763658694345,3.4285779432625665
2021-10-20,1.274059325284596,3.4285779432625665
2021-10-21,1.2817742139862298,3.4285779432625665
2021-10-22,1.2639269378689952,3.4285779432625665
2021-10-23,1.6406836504185265,3.4285779432625665
2021-10-24,1.6850128063341712,3.4285779432625665
2021-10-25,1.0916514918468732,3.4285779432625665
2021-10-26,1.106518375890807,3.4285779432625665
2021-10-27,1.1128835922618476,3.4285779432625665
2021-10-28,1.110977465955098,3.4285779432625665
2021-10-29,1.1153138591433196,3.4285779432625665
2021-10-30,1.6194829137636766,3.4285779432625665
2021-10-31,1.6783669380680886,3.4285779432625665
2021-11-01,1.275797699518088,3.4285779432625665
2021-11-02,1.317960873329503,3.4285779432625665
2021-11-03,1.3218788737309175,3.4285779432625665
2021-11-04,1.3215514145019345,3.4285779432625665
2021-11-05,1.324363141746681,3.4285779432625665
2021-11-06,1.6451277140142109,3.4285779432625665
2021-11-07,1.6999468317685709,3.4285779432625665
2021-11-08,1.3124913483223462,3.4285779432625665
2021-11-09,1.329836701346515,3.4285779432625665
2021-11-10,1.3335672010645563,3.4285779432625665
2021-11-11,1.338395558757187,3.4285779432625665
2021-11-12,1.3300839492732575,3.4285779432625665
2021-11-13,1.6543528539765875,3.4285779432625665
2021-11-14,1.7075115702249437,3.4285779432625665
2021-11-15,1.3118531653903196,3.4285779432625665
2021-11-16,1.3331898242654552,3.4285779432625665
2021-11-17,1.3413296953392875,3.4285779432625665
2021-11-18,1.343437807448016,3.4285779432625665
2021-11-19,1.3361174122699409,3.4285779432625665
2021-11-20,1.6518956508296267,3.4285779432625665
2021-11-21,1.6966822628371945,3.4285779432625665
2021-11-22,1.3128517469334302,3.4285779432625665
2021-11-23,1.3317769925280942,3.4285779432625665
2021-11-24,1.3377602540534266,3.4285779432625665
2021-11-25,1.3354202583366164,3.4285779432625665
2021-11-26,1.3056455707619563,3.4285779432625665
2021-11-27,1.6094669494163893,3.4285779432625665
2021-11-28,1.7003260091916403,3.4285779432625665
2021-11-29,1.2862839666320145,3.4285779432625665
2021-11-30,1.3308631568562257,3.4285779432625665
2021-12-01,1.3304846071948988,3.4285779432625665
2021-12-02,1.3334574683926421,3.4285779432625665
2021-12-03,1.327938363434043,3.4285779432625665
2021-12-04,1.65884555280054,3.4285779432625665
2021-12-05,1.7108100918356814,3.4285779432625665
2021-12-06,1.3008338938339294,3.4285779432625665
2021-12-07,1.3303381104890806,3.4285779432625665
2021-12-08,1.3525461237023988,3.4285779432625665
2021-12-09,1.3654513183561596,3.4285779432625665
2021-12-10,1.3576949329971362,3.4285779432625665
2021-12-11,1.7065525073287757,3.4285779432625665
2021-12-12,1.7679914099981284,3.4285779432625665
2021-12-13,1.295897831452174,3.4285779432625665
2021-12-14,1.3016631470091935,3.4285779432625665
2021-12-15,1.3061412411403623,3.4285779432625665
2021-12-16,1.297187909302917,3.4285779432625665
2021-12-17,1.2855899960504262,3.4285779432625665
2021-12-18,1.6932743318385224,3.4285779432625665
2021-12-19,1.7936743908615247,3.4285779432625665
2021-12-20,1.0739037352106195,3.4285779432625665
2021-12-21,1.0588704163626468,3.4285779432625665
2021-12-22,1.0210103009102323,3.4285779432625665
2021-12-23,0.9324925981420861,3.4285779432625665
2021-12-24,0.7081004186495257,3.4285779432625665
2021-12-25,0.634170416733928,3.4285779432625665
2021-12-26,1.1635555539789548,3.4285779432625665
2021-12-27,0.40883144328432425,3.4285779432625665
2021-12-28,0.44648422556590867,3.4285779432625665
2021-12-29,0.6533113624687104,3.4285779432625665
2021-12-30,0.6652473768851958,3.4285779432625665
2021-12-31,0.6628895789505972,3.4285779432625665
2022-01-01,0.9247940119175997,3.4285779432625665
2022-01-02,1.5448925738850263,3.4285779432625665
2022-01-03,0.478552435649915,3.4285779432625665
2022-01-04,1.1210616924303773,3.4285779432625665
2022-01-05,1.1970645311951829,3.4285779432625665
2022-01-06,1.2133437568095191,3.4285779432625665
2022-01-07,1.2632647665715333,3.4285779432625665
2022-01-08,1.5852993589366937,3.4285779432625665
2022-01-09,1.69730804429335,3.4285779432625665
2022-01-10,1.2717368015279586,3.4285779432625665
2022-01-11,1.2709451291198806,3.4285779432625665
2022-01-12,1.2857262290441176,3.4285779432625665
2022-01-13,1.2894164552998564,3.4285779432625665
2022-01-14,1.3212478775018464,3.4285779432625665
2022-01-15,1.643395194368575,3.4285779432625665
2022-01-16,1.7104476093181988,3.4285779432625665
2022-01-17,1.2902447523336935,3.4285779432625665
2022-01-18,1.2867793573062833,3.4285779432625665
2022-01-19,1.30159742125603,3.4285779432625665
2022-01-20,1.3087057514630651,3.4285779432625665
2022-01-21,1.332495372040241,3.4285779432625665
2022-01-22,1.6609311163951477,3.4285779432625665
2022-01-23,1.710221865786569,3.4285779432625665
2022-01-24,1.305753327565018,3.4285779432625665
2022-01-25,1.3041920347411906,3.4285779432625665
2022-01-26,1.3138140099589555,3.4285779432625665
2022-01-27,1.32190750421862,3.4285779432625665
2022-01-28,1.3475517387706175,3.4285779432625665
2022-01-29,1.6627929506227852,3.4285779432625665
2022-01-30,1.7285818146680967,3.4285779432625665
2022-01-31,1.3184372862333118,3.4285779432625665
2022-02-01,1.3312608084682331,3.4285779432625665
2022-02-02,1.34326506190178,3.4285779432625665
2022-02-03,1.3486724694150114,3.4285779432625665
2022-02-04,1.3588432584582248,3.4285779432625665
2022-02-05,1.6625535784652412,3.4285779432625665
2022-02-06,1.7080142218746177,3.4285779432625665
2022-02-07,1.3363456892330516,3.4285779432625665
2022-02-08,1.3370971363485706,3.4285779432625665
2022-02-09,1.3426011947893604,3.4285779432625665
2022-02-10,1.344654735588358,3.4285779432625665
2022-02-11,1.3596249303551182,3.4285779432625665
2022-02-12,1.662225172516773,3.4285779432625665
2022-02-13,1.700813794330478,3.4285779432625665
2022-02-14,1.2421230300501291,3.4285779432625665
2022-02-15,1.2453478754517266,3.4285779432625665
2022-02-16,1.2575503600408524,3.4285779432625665
2022-02-17,1.2651680652142572,3.4285779432625665
2022-02-18,1.1400363641367872,3.4285779432625665
2022-02-19,1.6349779113422749,3.4285779432625665
2022-02-20,1.6808008780808306,3.4285779432625665
2022-02-21,1.2072435906691037,3.4285779432625665
2022-02-22,1.2381273855430512,3.4285779432625665
2022-02-23,1.2483102930917966,3.4285779432625665
2022-02-24,1.2446930034147146,3.4285779432625665
2022-02-25,1.2617871222775383,3.4285779432625665
2022-02-26,1.6771960470300715,3.4285779432625665
2022-02-27,1.7549302767769328,3.4285779432625665
2022-02-28,1.340209329906782,3.4285779432625665
2022-03-01,1.3450731640074307,3.4285779432625665
2022-03-02,1.355901041476991,3.4285779432625665
2022-03-03,1.3549345473809056,3.4285779432625665
2022-03-04,1.3745510155626157,3.4285779432625665
2022-03-05,1.6764400192689743,3.4285779432625665
2022-03-06,1.7444288720951266,3.4285779432625665
2022-03-07,1.355299074287517,3.4285779432625665
2022-03-08,1.3663573065246546,3.4285779432625665
2022-03-09,1.375053383908336,3.4285779432625665
2022-03-10,1.3781700561657493,3.4285779432625665
2022-03-11,1.3672472489544933,3.4285779432625665
2022-03-12,1.6699000282389211,3.4285779432625665
2022-03-13,1.7152637523541412,3.4285779432625665
2022-03-14,1.358386062866036,3.4285779432625665
2022-03-15,1.3671569987322625,3.4285779432625665
2022-03-16,1.3593973884379709,3.4285779432625665
2022-03-17,1.3676194972309936,3.4285779432625665
