date,obs_sum,uncoupled,coupled
2021-11-16,33895.142857142855,1386.5383698653523,423.2997239010619
2021-11-17,34309.0,1389.1922990025187,421.50274586885183
2021-11-18,34794.28571428571,1386.678959196405,418.7583981693852
2021-11-19,35063.857142857145,1383.0341624258683,413.2581585856829
2021-11-20,35423.57142857143,1661.2392561504432,506.6713288532595
2021-11-21,35733.57142857143,1751.4235570003332,532.7359641345163
2021-11-22,35785.14285714285,1427.1382489953137,422.4982953946976
2021-11-23,36121.0,1436.160687403499,422.9618175519058
2021-11-24,36349.0,1434.050838029962,420.7517905320841
2021-11-25,36358.0,1427.6931627042036,416.7828210282373
2021-11-26,36428.71428571428,1399.1435812152174,403.582256552788
2021-11-27,36221.57142857143,1635.089362692915,487.703232685506
2021-11-28,36519.57142857143,1786.0113211499738,525.4383317887814
2021-11-29,37237.428571428565,1422.9905188127457,407.26129690078545
2021-11-30,38171.571428571435,1460.3979938064178,416.74541448751023
2021-12-01,39215.00000000001,1454.3456925735666,412.5197673058668
2021-12-02,40043.57142857143,1448.758088319552,410.24864949399705
2021-12-03,40818.57142857143,1443.8423778952124,404.3354475834162
2021-12-04,41516.00000000001,1752.7109712967924,497.52660403667454
2021-12-05,41675.28571428571,1851.4690457182276,528.0581919594422
2021-12-06,42110.14285714285,1481.7999995164364,410.7947165993746
2021-12-07,42167.00000000001,1503.7694623330756,415.6303679642897
2021-12-08,42543.0,1525.0450706666563,417.9711267806002
2021-12-09,43361.28571428571,1539.5395813415798,420.081335260993
2021-12-10,44181.00000000001,1536.852695865905,414.91697238771764
2021-12-11,45394.85714285714,1878.6146312885016,516.1746782559081
2021-12-12,47003.57142857143,2011.6877670173276,551.016613614996
2021-12-13,50606.42857142857,1569.713366487974,417.94197805983794
2021-12-14,56655.71428571428,1575.283792222146,416.11788893961324
2021-12-15,63702.28571428571,1572.9493806597725,412.859214618275
2021-12-16,70070.71428571429,1560.4925545994072,406.81448480165494
2021-12-17,75725.0,1530.8321090277625,396.52348605842417
2021-12-18,80963.0,1944.8784040132036,514.5305642968893
2021-12-19,85513.14285714286,2112.057099585126,561.0825422202028
2021-12-20,91309.42857142858,1344.7544823118162,348.39104770902253
2021-12-21,96804.28571428571,1287.3297725788816,332.54981984583446
2021-12-22,102245.99999999999,1206.3215173444864,307.90605730468917
2021-12-23,108375.28571428572,1058.520435132309,269.3963608238573
2021-12-24,113003.57142857143,753.2106673134953,191.65978251886364
2021-12-25,110314.71428571429,621.1291412098224,160.60141933186608
2021-12-26,113201.42857142857,1045.3827576059275,272.283769554461
2021-12-27,118605.28571428572,360.49243804979045,91.73134640571487
2021-12-28,124416.85714285714,354.5898948008079,90.39346397426542
2021-12-29,136580.85714285716,476.6647076633159,120.41118456825825
2021-12-30,144459.7142857143,453.0928211974502,113.94294537823477
2021-12-31,149440.42857142855,421.1675663458576,105.05347583496541
2022-01-01,154944.57142857145,521.6636806356134,133.5590279637674
2022-01-02,161974.85714285716,857.099275420213,217.8127009457831
2022-01-03,167302.0,265.7815739205475,66.59410072495267
2022-01-04,176368.14285714284,600.9729500214314,146.84225124163606
2022-01-05,170620.71428571426,625.9284035677074,152.4456787439804
2022-01-06,164637.57142857142,622.7723622746365,151.31409278663472
2022-01-07,157821.85714285713,637.4994340071484,153.99858071198915
2022-01-08,155282.71428571432,764.1396190752582,189.18086637037442
2022-01-09,145983.14285714284,827.4709775617197,205.16350799458425
2022-01-10,135054.42857142855,663.5716399971942,159.20912459196126
2022-01-11,116110.28571428571,656.970715228229,156.78406738327658
2022-01-12,102867.14285714287,656.5192609264077,155.95189646882324
2022-01-13,93463.71428571429,654.671609193376,154.65385272033052
2022-01-14,89292.71428571428,667.3088807403781,156.34229351410585
2022-01-15,87448.0,799.808038090122,190.870041449385
2022-01-16,87855.85714285713,845.2439680534177,202.77569970925742
2022-01-17,87690.85714285714,679.8628043971834,158.41494025611775
2022-01-18,88040.14285714286,674.7687511822008,156.08364860296334
2022-01-19,89110.71428571428,675.7799970597032,155.81054149379904
2022-01-20,89517.0,675.3954655676062,154.84465789188434
2022-01-21,90077.85714285713,684.4920601667727,155.81254549998255
2022-01-22,90465.85714285714,825.9791868396288,191.12584607948858
2022-01-23,90904.0,869.7822551773651,201.3527105922778
2022-01-24,90125.42857142858,704.6132022827313,159.13958131459668
2022-01-25,89248.85714285714,699.7675615032824,157.0576350186726
2022-01-26,88668.28571428571,699.5262791464468,156.3411499070823
2022-01-27,88078.28571428571,698.7265891102109,155.8632847427634
2022-01-28,87039.57142857142,710.1778605942616,157.09077339918812
2022-01-29,85980.14285714286,845.4791449600709,190.45401549058408
2022-01-30,84026.85714285714,903.2737666984902,203.01810186472184
2022-01-31,81074.57142857143,731.8184314274401,160.63964095232208
2022-02-01,78418.99999999999,734.634600251061,160.5557780178536
2022-02-02,75664.42857142857,739.1026192686548,160.46301094762322
2022-02-03,73008.00000000001,738.8700465884434,160.06386479077
2022-02-04,70274.14285714287,745.732540022703,160.16443541884846
2022-02-05,67460.57142857143,882.3599420204132,192.45404495283884
2022-02-06,63942.428571428565,928.3475683407622,203.00203790480995
2022-02-07,60289.42857142857,771.1896346275837,164.2546688121529
2022-02-08,57030.857142857145,769.746327459957,162.86963975993217
2022-02-09,53776.428571428565,770.5435990544474,162.1334805556086
2022-02-10,50560.42857142857,769.6746968760336,161.37366393850593
2022-02-11,48071.428571428565,779.7381360526474,161.75541308740634
2022-02-12,46055.85714285714,923.2090360343577,194.618617727152
2022-02-13,43519.28571428571,961.5100949988463,204.54292424610574
2022-02-14,40649.142857142855,783.6964975318929,155.03320423266888
2022-02-15,38483.42857142857,782.4742235586916,153.39287536436993
2022-02-16,36848.57142857143,782.697248192726,152.01400889258602
2022-02-17,35830.28571428572,786.4794569995427,150.82978122198386
2022-02-18,34411.57142857143,690.0869602378955,137.45618020829872
2022-02-19,34037.14285714286,922.9185140568222,184.20089817930312
2022-02-20,33482.28571428572,959.1227750762412,192.65045928190523
2022-02-21,32141.285714285717,700.0161858300067,140.85520209993106
2022-02-22,30414.14285714286,697.2371921227196,141.47617871501149
2022-02-23,28499.857142857145,687.2029360294778,139.49383624022852
2022-02-24,26750.285714285714,672.0364884903964,136.9478857529022
2022-02-25,25973.142857142855,669.9750514746854,135.93722000146008
2022-02-26,24714.142857142855,891.2694798316752,178.7493600646149
2022-02-27,23825.57142857143,962.1169024474913,191.7141357051738
2022-02-28,23653.428571428572,780.4266894707629,151.79291038221348
2022-03-01,24191.142857142855,794.0415888445955,152.80029190660719
2022-03-02,25234.571428571428,792.7198007374834,152.0770874864413
2022-03-03,26607.428571428572,797.928881868644,151.68234827345177
2022-03-04,28179.000000000004,803.7420007524044,152.08330832988514
2022-03-05,29727.571428571428,952.2569444005712,183.2666535014737
2022-03-06,31678.714285714286,1013.4238675705965,195.64653725883477
2022-03-07,34395.0,840.3040997493259,157.50986535945708
2022-03-08,37313.57142857143,844.7354995690642,157.68321140304593
2022-03-09,40456.57142857143,849.1123467883879,157.76014056049192
2022-03-10,43686.71428571428,853.033045557486,157.53800763676787
2022-03-11,46761.142857142855,848.9193207726364,155.62281196201587
2022-03-12,49690.14285714286,1005.0667692462357,187.26796179581788
2022-03-13,53150.42857142857,1055.854996659532,196.95644364355834
2022-03-14,57209.71428571428,887.0576665492081,161.3584163966039
2022-03-15,60302.0,893.4832566549608,161.43852590468282
2022-03-16,62921.0,884.3117842464566,159.3847554013671
2022-03-17,64820.42857142857,889.7576015862596,159.32176914476125
2022-03-18,66178.28571428571,882.8014024158115,156.86435000163954
2022-03-19,67026.0,1038.4180562998026,187.66309329992671
2022-03-20,67961.57142857142,1089.1360707632552,197.06418127160867
2022-03-21,69432.0,916.7362003299827,161.88392004524076
2022-03-22,70519.42857142857,923.3320698681637,162.21117423276417
2022-03-23,71024.14285714286,924.6791999187963,161.32413206930556
2022-03-24,71145.71428571428,920.230346288182,160.3382204503996
2022-03-25,70913.57142857143,916.243195870969,157.77896191357783
2022-03-26,70429.57142857143,1089.5949154749064,190.17582729620432
2022-03-27,69162.0,1158.7989490684436,203.08770405323594
2022-03-28,67591.42857142858,952.836166987342,162.81702605682847
2022-03-29,65548.85714285714,959.6350313450191,163.4190341336148
2022-03-30,63446.99999999999,959.3443878593274,162.31402162845208
2022-03-31,60218.57142857143,960.7499784286659,162.10725896816385
