beta,gamma,I0,peak_prev,attack_rate
0.17746586025637817,0.09343012416335873,12466.744662533665,0.1329516732517357,0.763265443446155
0.24310482771161246,0.14996442872373428,22217.56526780763,0.08300554465004244,0.6502578720114576
0.2710664977929883,0.18081839700789107,3100.0390485581433,0.060851707108289216,0.5784693257034821
0.13757216813263784,0.15335804878613774,20009.536470791983,0.0003538370935680472,0.009308454399083343
0.23711989037353304,0.08753335793163924,8910.59843416376,0.25911848323725417,0.9153296507783099
0.15857950465599852,0.08837476019857078,12777.169067067127,0.11427671208441363,0.7211941521523805
0.26335249210251,0.11652220870954039,5833.682868807307,0.19330815304995638,0.853623778651173
0.13468963231326325,0.2530187629617453,9441.504375313714,0.00016695811379476588,0.006543596412872943
0.1837550835197341,0.21801467910394517,17271.84685965951,0.0003054253706623936,0.008058555745750873
0.089573864039489,0.21632126995904047,20804.90004981659,0.00036790184402055024,0.006814147563638739
0.28182461974255674,0.1214181698634354,4236.504458223588,0.20286144628484595,0.8644446681765054
0.25440114630497784,0.11557455343806776,18765.179860917367,0.1840408467501841,0.8422738649184583
0.18872854702759534,0.1570498765803653,8317.65215752301,0.014048862217997775,0.17545177763065933
0.18224097590992533,0.13790842432081507,8612.514957736168,0.030954709341208343,0.3785199174484273
0.21065478282146194,0.20685057897111184,7812.469357904063,0.00019673430822349347,0.013415528378992181
0.14311989417209575,0.1905937010345078,12275.62439986328,0.00021707505647224556,0.007043335616668922
0.12802412190398366,0.09779967715209052,20618.759445917414,0.02919719823696943,0.23880631464018487
0.12541731144482185,0.2042575979903448,16343.232611762194,0.00028900429229301253,0.00693004263653596
0.16640173980545228,0.24756445541702476,4923.111097521285,8.705745505910675e-05,0.006451322706863993
0.1390955422282171,0.177364554878094,5673.746317975958,0.00010033125503559263,0.0066433830934463645
0.19451112215438268,0.23888158481964034,10822.989676729765,0.0001913875024801843,0.0071897399119136285
0.20988485518593603,0.2256156072966057,4542.027315428105,8.031858941578719e-05,0.0072147285400513406
0.12427065793786883,0.240880899705775,5350.917685288144,9.462253982984345e-05,0.006383348601697647
0.08707920332155154,0.21564135900067644,13088.692647567992,0.00023145288606666163,0.006575719960352111
