date,cases_7d,deaths,stringency,workplace_m,inc_filter,deaths_filter,inc_openloop,S,I,R,D,V,beta,Reff
2020-09-22,4434.428571428572,35.0,65.74,0.6556827121870982,4314.856968302512,39.459521053052065,4314.856968302512,56105275.74248412,19549.8409242769,379358.5967223264,40414.80302513451,0.0,0.22246062038220754,1.544974145575293
2020-09-23,4742.285714285715,52.0,65.74,0.6629500054850932,4751.867314008199,43.19218949591047,4751.867314008199,56100388.21125303,21399.15567350663,382369.7613417804,40457.34729951131,0.0,0.22383885198237985,1.5544104499056934
2020-09-24,5082.571428571428,33.0,67.59,0.6647990745446886,4989.829918786225,45.59305527493371,4989.829918786225,56096390.67846642,22588.641577234146,385112.69924693013,40496.1018405135,0.0,0.22268675070813404,1.546299688366671
2020-09-25,5341.857142857143,30.0,67.59,0.6782615139895842,5194.550432488013,47.7653128199816,5194.550432488013,56092451.68890844,23664.865725904136,387899.67457405233,40535.47857936619,0.0,0.2212957987131662,1.5365332492722972
2020-09-26,5554.571428571428,36.0,67.59,0.9241132097272448,5440.228252291238,50.278619635111475,5440.228252291238,56088105.18912554,24910.059461622062,390930.30089894973,40578.29782510165,0.0,0.22019388690078837,1.5287638242979502
2020-09-27,5759.142857142857,44.0,67.59,0.9427998609577556,5728.6960812812085,53.21570062775914,5728.6960812812085,56083248.91074586,26365.20804568066,394269.2187881719,40625.47287417742,0.0,0.21909127596725114,1.5209769063642222
2020-09-28,6318.285714285715,47.0,67.59,0.6807477094056041,6109.747433682627,56.597737700018016,6109.747433682627,56077978.67054357,28040.80584814193,397789.509641442,40675.21051351856,0.0,0.21972227406494638,1.5252140850514242
2020-09-29,6808.571428571428,43.0,67.59,0.6837238177676774,6481.866756065801,59.83272120771464,6481.866756065801,56072705.038874075,29643.547373643458,401370.00247003057,40725.79873715053,0.0,0.22052208358958375,1.530622051421637
2020-09-30,7484.285714285715,48.0,67.59,0.6758384119129733,6990.616867452106,63.76058980190891,6990.616867452106,56066841.31990236,31589.572164079214,405190.39675084216,40779.77649091275,0.0,0.22320264458017805,1.5490655529614425
2020-10-01,8210.42857142857,56.0,67.59,0.7005526450482591,7649.500072206685,68.57661058191113,7649.500072206685,56060189.58102001,33975.62342938653,409358.897903148,40838.67259226852,0.0,0.22711442844156451,1.5760270188046899
2020-10-02,9012.42857142857,65.0,67.59,0.6986375872340784,8454.44422203159,74.33923483041947,8454.44422203159,56052653.378111064,36830.66029649024,413944.8825770068,40903.46725306317,0.0,0.23158639999114655,1.6068435666862262
2020-10-03,9600.42857142857,55.0,67.59,0.8943956222464995,9107.851142494837,79.3849402890207,9107.851142494837,56045388.693988405,39330.506631010816,418589.7645975669,40969.094065266676,0.0,0.23365773731693187,1.6210052566979951
2020-10-04,10155.0,54.0,67.59,0.9210409239882924,9718.103395323102,84.34995967644211,9718.103395323102,56037932.130293794,41790.37782609041,423453.0024596352,41037.805993039,0.0,0.23466957455223186,1.6278082971719763
2020-10-05,10951.714285714286,59.0,67.59,0.6807826575633593,10443.186942879542,89.92205776423819,10443.186942879542,56029838.711482264,44551.020335775785,428644.9618681029,41111.162376183995,0.0,0.2365863554672595,1.6408672135720652
2020-10-06,11755.42857142857,62.0,67.59,0.6830994713538573,11231.539807535964,95.9087088064991,11231.539807535964,56021210.78698236,47517.049127357,434154.72728482634,41189.008990760274,0.0,0.23860031695053263,1.6545804105391602
2020-10-07,12434.714285714286,81.0,67.59,0.6985291805335665,12138.212714456124,103.23615892886049,12138.212714456124,56011215.059929684,51147.3639525203,440383.20439676294,41277.01017055728,0.0,0.23960184792177097,1.6612290924722446
2020-10-08,13007.285714285714,78.0,67.59,0.6916946211683053,12868.37958170477,110.09176372502354,12868.37958170477,56001137.11077597,54543.90754017571,446902.38056753547,41369.11859193831,0.0,0.23823986745447043,1.6514888854558816
2020-10-09,13213.0,68.0,67.59,0.7076414014835067,13262.831175941437,115.62194091082256,13262.831175941437,55991555.89648965,57283.78074137549,453546.0660209199,41462.98618551976,0.0,0.2338383300839077,1.6206999089453054
2020-10-10,13281.714285714286,91.0,67.59,0.9363105322228128,13638.157768384053,122.08731434329394,13638.157768384053,55980720.01566523,60486.98794581482,461008.07909019786,41568.41580210965,0.0,0.22776602400480292,1.5783081224710565
2020-10-11,13255.285714285714,104.0,67.59,0.9546902410455042,13849.635067403164,128.5326226650645,13849.635067403164,55969259.74737179,63680.25408376727,469113.7498300239,41682.93955732152,0.0,0.21974431518188428,1.5224098406437585
2020-10-12,13569.857142857143,97.0,60.19,0.6827156965841177,13965.048865585715,133.80069644829123,13965.048865585715,55958203.02768957,66290.27067015637,477371.7248857945,41799.61519642179,0.0,0.21289358575549533,1.4746559498226506
2020-10-13,13741.57142857143,87.0,60.19,0.6882050657269956,13959.529504535105,137.67299017869522,13959.529504535105,55947775.75881211,68208.76142780375,485661.64052989736,41916.74211910097,0.0,0.20686235333563305,1.4326122405136328
2020-10-14,13917.0,102.0,60.19,0.7025192103218418,14076.014873850414,142.04615851703272,14076.014873850414,55936592.648076266,70375.40570193566,494473.6826838399,42041.24608563982,0.0,0.20220713071370788,1.4000928752620012
2020-10-15,13913.57142857143,124.0,60.19,0.7000467842748545,14223.996923831595,147.21843874544427,14223.996923831595,55924323.45708429,72937.96229113702,504001.954954791,42175.86955557306,0.0,0.19719729522537222,1.36510501992623
2020-10-16,14142.42857142857,122.0,60.19,0.7129183180367391,14328.069035724902,151.6047119221849,14328.069035724902,55912216.76852575,75111.09923165925,513739.91830906767,42313.45571806063,0.0,0.19293477167239464,1.3353084201409144
2020-10-17,14454.714285714286,162.0,60.19,0.924411475626388,14744.621294285256,158.32282638888017,14744.621294285256,55897915.16651535,78439.52455538267,524570.5191006707,42466.4795841501,0.0,0.1901676889557245,1.3158206866376805
2020-10-18,14769.142857142857,121.0,60.19,0.9302042358226568,14774.301812505486,161.48943303500096,14774.301812505486,55885856.70649865,80008.38942118242,534832.5758398677,42611.4705801621,0.0,0.18685434225373174,1.292615854858812
2020-10-19,15619.0,159.0,65.74,0.6750682480287744,15430.298600995131,167.51715215928365,15430.298600995131,55871468.776176915,82994.76499977891,546056.6905975419,42770.05434358266,0.0,0.18817729072233205,1.3014325687560377
