date,area_code,area_name,population,cases,cases_7d,deaths,admissions,hospital_occupancy,vax_first_dose,vax_second_dose,vax_third_dose,vax_first_cum,vax_second_cum,workplace_pct_england,workplace_m,transit_pct_england,transit_m,retail_pct_england,residential_pct_england,workplace_pct_gb,stringency,c4_gatherings,c6_stay_home,c7_movement,h7_vaccine_policy
2020-09-30,E92000001,England,56550138,10663.0,7484.285714285715,48.0,328.0,2036.0,0.0,0.0,0.0,0.0,0.0,-32.41615880870267,0.6758384119129733,-35.09761013839961,0.649023898616004,-22.5581663950085,10.422847620216041,-34.0,67.59,4.0,1.0,2.0,0.0
2020-10-01,E92000001,England,56550138,11444.0,8210.42857142857,56.0,368.0,2069.0,0.0,0.0,0.0,0.0,0.0,-29.944735495174093,0.7005526450482591,-31.973849834376146,0.6802615016562386,-19.191831998410947,9.537161474003579,-32.0,67.59,4.0,1.0,2.0,0.0
2020-10-02,E92000001,England,56550138,11719.0,9012.42857142857,65.0,371.0,2180.0,0.0,0.0,0.0,0.0,0.0,-30.136241276592152,0.6986375872340784,-30.152993935888674,0.6984700606411133,-27.440760993392573,10.129581821687085,-32.0,67.59,4.0,1.0,2.0,0.0
2020-10-03,E92000001,England,56550138,9820.0,9600.42857142857,55.0,386.0,2290.0,0.0,0.0,0.0,0.0,0.0,-10.560437775350056,0.8943956222464995,-36.204190400243036,0.6379580959975697,-31.742137849155394,6.861691963007753,-12.0,67.59,4.0,1.0,2.0,0.0
2020-10-04,E92000001,England,56550138,9966.0,10155.0,54.0,478.0,2435.0,0.0,0.0,0.0,0.0,0.0,-7.895907601170759,0.9210409239882924,-30.3016068726595,0.696983931273405,-28.43830482383114,4.856607589940923,-9.0,67.59,4.0,1.0,2.0,0.0
2020-10-05,E92000001,England,56550138,14218.0,10951.714285714286,59.0,472.0,2705.0,0.0,0.0,0.0,0.0,0.0,-31.921734243664066,0.6807826575633593,-29.983891108891108,0.700161088911089,-21.522862663652138,9.462048769943507,-34.0,67.59,4.0,1.0,2.0,0.0
2020-10-06,E92000001,England,56550138,14458.0,11755.42857142857,62.0,524.0,2903.0,0.0,0.0,0.0,0.0,0.0,-31.69005286461427,0.6830994713538573,-31.53054723054723,0.6846945276945278,-22.393942461047725,9.932957409711797,-34.0,67.59,4.0,1.0,2.0,0.0
2020-10-07,E92000001,England,56550138,15418.0,12434.714285714286,81.0,491.0,3066.0,0.0,0.0,0.0,0.0,0.0,-30.14708194664335,0.6985291805335665,-32.285403047245154,0.6771459695275485,-21.721505103084052,9.442612634279302,-32.0,67.59,4.0,1.0,2.0,0.0
2020-10-08,E92000001,England,56550138,15452.0,13007.285714285714,78.0,513.0,3179.0,0.0,0.0,0.0,0.0,0.0,-30.830537883169466,0.6916946211683053,-34.99774114774115,0.6500225885225885,-23.843697092381305,10.261246469579802,-33.0,67.59,4.0,1.0,2.0,0.0
2020-10-09,E92000001,England,56550138,13159.0,13213.0,68.0,544.0,3238.0,0.0,0.0,0.0,0.0,0.0,-29.235859851649327,0.7076414014835067,-31.33114239561608,0.6866885760438393,-25.064141268088637,9.412920997131524,-31.0,67.59,4.0,1.0,2.0,0.0
2020-10-10,E92000001,England,56550138,10301.0,13281.714285714286,91.0,515.0,3369.0,0.0,0.0,0.0,0.0,0.0,-6.368946777718708,0.9363105322228129,-31.919889905416223,0.6808011009458378,-27.030411807166193,5.502665317139002,-8.0,67.59,4.0,1.0,2.0,0.0
2020-10-11,E92000001,England,56550138,9781.0,13255.285714285714,104.0,628.0,3604.0,0.0,0.0,0.0,0.0,0.0,-4.53097589544958,0.9546902410455042,-27.82160456502562,0.7217839543497437,-24.307904668430986,3.591529084950137,-6.0,67.59,4.0,1.0,2.0,0.0
2020-10-12,E92000001,England,56550138,16420.0,13569.857142857143,97.0,664.0,3827.0,0.0,0.0,0.0,0.0,0.0,-31.728430341588236,0.6827156965841177,-34.217340554182655,0.6578265944581734,-25.118311513048354,10.190001080790555,-35.0,60.19,4.0,1.0,1.0,0.0
2020-10-13,E92000001,England,56550138,15660.0,13741.57142857143,87.0,764.0,4105.0,0.0,0.0,0.0,0.0,0.0,-31.179493427300446,0.6882050657269956,-34.88461713724872,0.6511538286275128,-24.927762150130572,10.77811713952065,-35.0,60.19,4.0,1.0,1.0,0.0
2020-10-14,E92000001,England,56550138,16646.0,13917.0,102.0,706.0,4313.0,0.0,0.0,0.0,0.0,0.0,-29.74807896781581,0.7025192103218418,-34.03733065180434,0.6596266934819566,-24.35921709869078,10.586521811521813,-33.0,60.19,4.0,1.0,1.0,0.0
2020-10-15,E92000001,England,56550138,15428.0,13913.57142857143,124.0,792.0,4569.0,0.0,0.0,0.0,0.0,0.0,-29.995321572514555,0.7000467842748545,-34.43549403812561,0.6556450596187439,-23.42641583562636,10.602552905184485,-33.0,60.19,4.0,1.0,1.0,0.0
2020-10-16,E92000001,England,56550138,14761.0,14142.42857142857,122.0,632.0,4854.0,0.0,0.0,0.0,0.0,0.0,-28.708168196326092,0.7129183180367391,-31.610150521992622,0.6838984947800737,-25.014022089022088,9.928947952632164,-32.0,60.19,4.0,1.0,1.0,0.0
2020-10-17,E92000001,England,56550138,12487.0,14454.714285714286,162.0,785.0,5029.0,0.0,0.0,0.0,0.0,0.0,-7.5588524373612085,0.9244114756263879,-35.22119926856769,0.6477880073143232,-29.038031526628018,6.169125465178096,-10.0,60.19,4.0,1.0,1.0,0.0
2020-10-18,E92000001,England,56550138,11982.0,14769.142857142857,121.0,870.0,5202.0,0.0,0.0,0.0,0.0,0.0,-6.979576417734312,0.9302042358226569,-33.26789570079043,0.6673210429920957,-27.401338135548663,4.794747065799697,-9.0,60.19,4.0,1.0,1.0,0.0
2020-10-19,E92000001,England,56550138,22369.0,15619.0,159.0,861.0,5644.0,0.0,0.0,0.0,0.0,0.0,-32.49317519712256,0.6750682480287744,-33.761271477060944,0.6623872852293906,-22.441962569594146,10.522795041216094,-35.0,65.74,4.0,1.0,1.0,0.0
2020-10-20,E92000001,England,56550138,21638.0,16473.0,174.0,925.0,6072.0,0.0,0.0,0.0,0.0,0.0,-32.20914339072234,0.6779085660927766,-35.029556700609334,0.6497044329939067,-23.407643818170136,10.94772259903839,-35.0,65.74,4.0,1.0,1.0,0.0
2020-10-21,E92000001,England,56550138,21762.0,17203.85714285714,191.0,997.0,6271.0,0.0,0.0,0.0,0.0,0.0,-32.14593687663863,0.6785406312336137,-38.407606866817396,0.6159239313318261,-27.80222686670055,12.179122631754211,-35.0,65.74,4.0,1.0,1.0,0.0
2020-10-22,E92000001,England,56550138,19866.0,17837.85714285714,187.0,987.0,6345.0,0.0,0.0,0.0,0.0,0.0,-31.68350585411989,0.683164941458801,-35.70980832033464,0.6429019167966536,-22.120177775440933,10.967720437457281,-34.0,67.59,4.0,1.0,1.0,0.0
2020-10-23,E92000001,England,56550138,18359.0,18351.85714285714,189.0,997.0,6842.0,0.0,0.0,0.0,0.0,0.0,-32.196135768065595,0.6780386423193441,-34.914100665416456,0.6508589933458355,-24.561266949424844,11.01619652277547,-35.0,75.0,4.0,2.0,2.0,0.0
2020-10-24,E92000001,England,56550138,13713.0,18527.0,171.0,990.0,7176.0,0.0,0.0,0.0,0.0,0.0,-9.660162254899097,0.903398377451009,-38.82780771859719,0.611721922814028,-32.559675655728284,6.979193905509695,-13.0,75.0,4.0,2.0,2.0,0.0
2020-10-25,E92000001,England,56550138,13353.0,18722.85714285714,207.0,1186.0,7612.0,0.0,0.0,0.0,0.0,0.0,-6.629974411553359,0.9337002558844664,-32.69540182040182,0.6730459817959817,-23.050617657196604,4.374256445309077,-10.0,75.0,4.0,2.0,2.0,0.0
2020-10-26,E92000001,England,56550138,23033.0,18817.714285714286,226.0,1279.0,7856.0,0.0,0.0,0.0,0.0,0.0,-42.79083952110268,0.5720916047889733,-37.859316414579574,0.6214068358542042,-15.170506394190605,12.017202680360576,-45.0,75.0,4.0,2.0,2.0,0.0
2020-10-27,E92000001,England,56550138,20762.0,18692.571428571428,220.0,1190.0,8595.0,0.0,0.0,0.0,0.0,0.0,-43.01516008358114,0.5698483991641886,-40.62676942940101,0.5937323057059899,-19.011453166716326,13.379519018992703,-45.0,75.0,4.0,2.0,2.0,0.0
2020-10-28,E92000001,England,56550138,20547.0,18519.0,238.0,1239.0,9070.0,0.0,0.0,0.0,0.0,0.0,-41.570270875972625,0.5842972912402737,-39.27789359763044,0.6072210640236957,-16.884547031915453,12.809206290785237,-43.0,75.0,4.0,2.0,2.0,0.0
2020-10-29,E92000001,England,56550138,20257.0,18574.85714285714,250.0,1345.0,9127.0,0.0,0.0,0.0,0.0,0.0,-42.559440169966486,0.5744055983003351,-42.97097463939569,0.570290253606043,-19.889966904440588,13.749448796817218,-44.0,75.0,4.0,2.0,2.0,0.0
2020-10-30,E92000001,England,56550138,19899.0,18794.85714285714,282.0,1109.0,9295.0,0.0,0.0,0.0,0.0,0.0,-40.665704503423804,0.593342954965762,-37.13194860694861,0.6286805139305138,-20.68048267521952,12.269137441505862,-42.0,75.0,4.0,2.0,2.0,0.0
2020-10-31,E92000001,England,56550138,14565.0,18916.571428571428,283.0,1240.0,9782.0,0.0,0.0,0.0,0.0,0.0,-9.716433160731405,0.9028356683926859,-39.380551466077776,0.6061944853392223,-33.04218953561059,6.9165509928667825,-13.0,75.0,4.0,2.0,2.0,0.0
2020-11-01,E92000001,England,56550138,13611.0,18953.428571428572,288.0,1280.0,9623.0,0.0,0.0,0.0,0.0,0.0,-6.391957749852486,0.9360804225014752,-35.83922597869966,0.6416077402130034,-23.891104363472785,4.666360978203084,-10.0,75.0,4.0,2.0,2.0,0.0
2020-11-02,E92000001,England,56550138,28394.0,19719.285714285714,291.0,1331.0,10397.0,0.0,0.0,0.0,0.0,0.0,-30.766265151352872,0.6923373484864712,-34.870831069515276,0.6512916893048473,-10.501359897412529,9.794756705283021,-34.0,75.0,4.0,2.0,2.0,0.0
2020-11-03,E92000001,England,56550138,22690.0,19994.714285714286,293.0,1246.0,10971.0,0.0,0.0,0.0,0.0,0.0,-29.453176729053926,0.7054682327094608,-33.257789140683876,0.6674221085931613,-7.837411565043144,9.591549532339007,-33.0,75.0,4.0,2.0,2.0,0.0
2020-11-04,E92000001,England,56550138,21053.0,20067.0,278.0,1382.0,11037.0,0.0,0.0,0.0,0.0,0.0,-27.672468175099752,0.7232753182490025,-30.80641171693803,0.6919358828306197,-2.8358615069141386,8.462860060667078,-31.0,75.0,4.0,2.0,2.0,0.0
2020-11-05,E92000001,England,56550138,21206.0,20202.571428571428,304.0,1346.0,10994.0,0.0,0.0,0.0,0.0,0.0,-37.068817342501546,0.6293118265749845,-47.77338275759328,0.5222661724240671,-55.731128520602205,15.52901046322099,-38.0,75.0,4.0,2.0,2.0,0.0
2020-11-06,E92000001,England,56550138,21179.0,20385.428571428572,334.0,1182.0,11181.0,0.0,0.0,0.0,0.0,0.0,-37.32665781262273,0.6267334218737728,-49.711882415829784,0.5028811758417022,-57.08710723973882,16.72450809424494,-38.0,72.22,4.0,1.0,1.0,0.0
2020-11-07,E92000001,England,56550138,16888.0,20717.285714285714,336.0,1319.0,11514.0,0.0,0.0,0.0,0.0,0.0,-28.480375066778574,0.7151962493322143,-57.92410820173978,0.42075891798260223,-62.64913827238388,13.152067523120156,-28.0,72.22,4.0,1.0,1.0,0.0
2020-11-08,E92000001,England,56550138,18272.0,21383.14285714286,345.0,1488.0,11680.0,0.0,0.0,0.0,0.0,0.0,-28.963716400558503,0.710362835994415,-56.271874470558686,0.4372812552944132,-62.42694206378417,10.706256706256706,-28.0,72.22,4.0,1.0,1.0,0.0
2020-11-09,E92000001,England,56550138,28560.0,21406.85714285714,405.0,1551.0,12259.0,0.0,0.0,0.0,0.0,0.0,-38.21904279930596,0.6178095720069404,-47.33376141402457,0.5266623858597543,-50.20149893965683,15.030120902489323,-39.0,66.67,4.0,1.0,1.0,0.0
2020-11-10,E92000001,England,56550138,24836.0,21713.428571428572,320.0,1592.0,12033.0,0.0,0.0,0.0,0.0,0.0,-38.24359730587801,0.6175640269412199,-45.531036945510635,0.5446896305448936,-50.17892312365996,15.2238802133539,-39.0,64.81,4.0,1.0,1.0,0.0
2020-11-11,E92000001,England,56550138,25065.0,22286.571428571428,313.0,1711.0,12730.0,0.0,0.0,0.0,0.0,0.0,-37.74969632381913,0.6225030367618087,-47.52528319633583,0.5247471680366418,-51.8656916183232,15.89293805609595,-38.0,64.81,4.0,1.0,1.0,0.0
2020-11-12,E92000001,England,56550138,22320.0,22445.714285714286,353.0,1666.0,12967.0,0.0,0.0,0.0,0.0,0.0,-38.04725396435923,0.6195274603564077,-46.76489972016288,0.5323510027983712,-50.275782842888106,15.665481594428961,-39.0,64.81,4.0,1.0,1.0,0.0
2020-11-13,E92000001,England,56550138,22008.0,22564.14285714286,360.0,1433.0,13328.0,0.0,0.0,0.0,0.0,0.0,-37.631830287970644,0.6236816971202936,-47.3880889578258,0.526119110421742,-52.42211513308004,16.44299487062645,-38.0,64.81,4.0,1.0,1.0,0.0
2020-11-14,E92000001,England,56550138,16290.0,22478.714285714286,365.0,1388.0,13399.0,0.0,0.0,0.0,0.0,0.0,-29.694357461901323,0.7030564253809868,-59.73624460334986,0.40263755396650136,-62.12625683283578,13.674590760117077,-28.0,64.81,4.0,1.0,1.0,0.0
2020-11-15,E92000001,England,56550138,14422.0,21928.714285714286,385.0,1467.0,13886.0,0.0,0.0,0.0,0.0,0.0,-28.976493616844493,0.7102350638315551,-55.90642456958247,0.4409357543041753,-60.29917085838138,10.394103735770402,-28.0,64.81,4.0,1.0,1.0,0.0
2020-11-16,E92000001,England,56550138,24136.0,21296.714285714286,361.0,1560.0,14313.0,0.0,0.0,0.0,0.0,0.0,-38.18127752689156,0.6181872247310845,-46.585508789456156,0.5341449121054385,-48.53178531994322,14.880847807163597,-39.0,64.81,4.0,1.0,1.0,0.0
2020-11-17,E92000001,England,56550138,20677.0,20702.571428571428,367.0,1491.0,14411.0,0.0,0.0,0.0,0.0,0.0,-38.11674646016751,0.6188325353983248,-46.032824339403284,0.5396717566059672,-49.32487497882235,15.216426848005796,-39.0,64.81,4.0,1.0,1.0,0.0
2020-11-18,E92000001,England,56550138,18545.0,19771.14285714286,440.0,1571.0,14490.0,0.0,0.0,0.0,0.0,0.0,-37.652686754441135,0.6234731324555887,-47.97319960741013,0.5202680039258987,-51.27786818444713,16.00776796303112,-38.0,64.81,4.0,1.0,1.0,0.0
2020-11-19,E92000001,England,56550138,15797.0,18839.285714285714,401.0,1484.0,14479.0,0.0,0.0,0.0,0.0,0.0,-37.97586792674512,0.6202413207325488,-47.072405080299816,0.5292759491970018,-49.75243893533367,15.871610407136721,-39.0,64.81,4.0,1.0,1.0,0.0
2020-11-20,E92000001,England,56550138,14960.0,17832.428571428572,394.0,1316.0,14236.0,0.0,0.0,0.0,0.0,0.0,-37.73556492240703,0.6226443507759297,-48.81428074849127,0.5118571925150872,-53.08007745990202,16.80914874599085,-38.0,67.59,4.0,1.0,2.0,0.0
2020-11-21,E92000001,England,56550138,10806.0,17049.0,400.0,1255.0,14118.0,0.0,0.0,0.0,0.0,0.0,-27.23421286316023,0.7276578713683977,-55.218150854992956,0.44781849145007047,-58.12012823109314,12.52669654906497,-26.0,67.59,4.0,1.0,2.0,0.0
2020-11-22,E92000001,England,56550138,10216.0,16448.14285714286,410.0,1333.0,14354.0,0.0,0.0,0.0,0.0,0.0,-26.436963329068593,0.735630366709314,-51.11323647113121,0.48886763528868793,-55.72008430166325,9.29274922608256,-26.0,67.59,4.0,1.0,2.0,0.0
2020-11-23,E92000001,England,56550138,16472.0,15353.285714285714,401.0,1385.0,14712.0,0.0,0.0,0.0,0.0,0.0,-37.51539425486794,0.6248460574513206,-45.924470120522756,0.5407552987947725,-46.084324593535115,14.57732808127545,-39.0,67.59,4.0,1.0,2.0,0.0
2020-11-24,E92000001,England,56550138,14266.0,14437.42857142857,410.0,1277.0,14506.0,0.0,0.0,0.0,0.0,0.0,-37.30713823213823,0.6269286176786177,-45.60833085043611,0.5439166914956388,-47.75368199052409,15.001844646581487,-38.0,67.59,4.0,1.0,2.0,0.0
2020-11-25,E92000001,England,56550138,14155.0,13810.285714285714,429.0,1415.0,14240.0,0.0,0.0,0.0,0.0,0.0,-36.29496737830071,0.6370503262169929,-47.04061318798161,0.5295938681201839,-49.0543845043845,15.554566047987102,-37.0,67.59,4.0,1.0,2.0,0.0
2020-11-26,E92000001,England,56550138,12459.0,13333.42857142857,374.0,1198.0,13908.0,0.0,0.0,0.0,0.0,0.0,-36.535206346609854,0.6346479365339015,-45.89727100384995,0.5410272899615005,-47.323728318465164,15.232467386414754,-37.0,67.59,4.0,1.0,2.0,0.0
2020-11-27,E92000001,England,56550138,12459.0,12976.142857142857,369.0,1055.0,13754.0,0.0,0.0,0.0,0.0,0.0,-36.65884427463375,0.6334115572536625,-46.395780243148664,0.5360421975685133,-48.666880682670154,15.787295891243259,-38.0,67.59,4.0,1.0,2.0,0.0
2020-11-28,E92000001,England,56550138,9347.0,12767.714285714286,387.0,1065.0,13208.0,0.0,0.0,0.0,0.0,0.0,-25.11268280127929,0.748873171987207,-54.17281767939662,0.45827182320603377,-56.162020808950636,12.16954346822768,-24.0,67.59,4.0,1.0,2.0,0.0
2020-11-29,E92000001,England,56550138,9068.0,12603.714285714286,404.0,1215.0,13521.0,0.0,0.0,0.0,0.0,0.0,-24.586985236985235,0.7541301476301476,-50.97590786406576,0.4902409213593424,-54.56114674798885,9.319246185912853,-24.0,67.59,4.0,1.0,2.0,0.0
2020-11-30,E92000001,England,56550138,15228.0,12426.0,365.0,1216.0,13756.0,0.0,0.0,0.0,0.0,0.0,-35.729061094850564,0.6427093890514943,-44.955054302422724,0.5504494569757727,-42.0714192240508,14.07068311805154,-37.0,67.59,4.0,1.0,2.0,0.0
2020-12-01,E92000001,England,56550138,13731.0,12349.57142857143,347.0,1271.0,13507.0,0.0,0.0,0.0,0.0,0.0,-34.22979027145694,0.6577020972854306,-43.20028115159694,0.5679971884840306,-43.088557787241996,13.939738331843595,-36.0,67.59,4.0,1.0,2.0,0.0
2020-12-02,E92000001,England,56550138,13662.0,12279.142857142857,337.0,1262.0,13212.0,0.0,0.0,0.0,0.0,0.0,-29.763534402569487,0.7023646559743051,-39.60878974826343,0.6039121025173657,-28.183489901910956,12.531309918152024,-32.0,67.59,4.0,1.0,2.0,0.0
2020-12-03,E92000001,England,56550138,12762.0,12322.42857142857,408.0,1337.0,12896.0,0.0,0.0,0.0,0.0,0.0,-31.005838833031817,0.6899416116696818,-40.92802694381642,0.5907197305618358,-30.158616529669164,13.163766350608455,-33.0,63.89,4.0,0.0,2.0,0.0
2020-12-04,E92000001,England,56550138,13065.0,12409.0,414.0,1248.0,12987.0,0.0,0.0,0.0,0.0,0.0,-30.816154232382303,0.6918384576761769,-39.25888906415222,0.6074111093584778,-32.746708262497734,13.049567245619876,-33.0,63.89,4.0,0.0,2.0,0.0
2020-12-05,E92000001,England,56550138,10302.0,12545.42857142857,345.0,1186.0,12968.0,0.0,0.0,0.0,0.0,0.0,-11.064457942966715,0.8893554205703329,-36.99448168790274,0.6300551831209726,-33.47214768662137,7.830704091230406,-13.0,63.89,4.0,0.0,2.0,0.0
2020-12-06,E92000001,England,56550138,11036.0,12826.57142857143,357.0,1311.0,13189.0,0.0,0.0,0.0,0.0,0.0,-12.24589518668466,0.8775410481331534,-37.47195290090027,0.6252804709909974,-35.20463980463981,6.501569726569727,-13.0,63.89,4.0,0.0,2.0,0.0
2020-12-07,E92000001,England,56550138,17662.0,13174.285714285714,360.0,1466.0,13616.0,0.0,0.0,0.0,0.0,0.0,-32.183245133683734,0.6781675486631626,-37.16862625678415,0.6283137374321586,-23.684655549129232,11.304450374187217,-34.0,63.89,4.0,0.0,2.0,0.0
2020-12-08,E92000001,England,56550138,16937.0,13632.285714285714,376.0,1528.0,13629.0,5121.0,153.0,0.0,5121.0,153.0,-30.40368557693119,0.6959631442306882,-38.23160465265729,0.6176839534734271,-27.31477513714356,11.919498743621551,-33.0,67.59,4.0,1.0,2.0,3.0
2020-12-09,E92000001,England,56550138,17744.0,14215.42857142857,376.0,1550.0,13467.0,9354.0,145.0,2.0,14475.0,298.0,-30.120714389574037,0.6987928561042596,-38.07737627869207,0.6192262372130792,-28.573060857271383,11.894643660433134,-32.0,67.59,4.0,1.0,2.0,3.0
2020-12-10,E92000001,England,56550138,18850.0,15085.142857142857,380.0,1524.0,13796.0,11465.0,119.0,1.0,25940.0,417.0,-30.875547535635253,0.6912445246436475,-38.35621965753545,0.6164378034246456,-28.28076996103312,12.267857142857144,-33.0,67.59,4.0,1.0,2.0,3.0
2020-12-11,E92000001,England,56550138,20177.0,16101.142857142857,400.0,1450.0,13901.0,12083.0,83.0,1.0,38023.0,500.0,-30.213152360959377,0.6978684763904062,-36.54885888964836,0.6345114111035164,-31.966010451536768,12.23301406196143,-32.0,67.59,4.0,1.0,2.0,3.0
2020-12-12,E92000001,England,56550138,16268.0,16953.428571428572,378.0,1587.0,13927.0,10262.0,25.0,3.0,48285.0,525.0,-10.946808681896401,0.890531913181036,-35.95467368888421,0.6404532631111579,-35.630763615851336,7.682203469045573,-12.0,67.59,4.0,1.0,2.0,3.0
2020-12-13,E92000001,England,56550138,18409.0,18006.714285714286,368.0,1581.0,14460.0,5976.0,31.0,0.0,54261.0,556.0,-13.793418715787137,0.8620658128421286,-42.48987401487401,0.5751012598512599,-41.30331817305502,7.436162294495627,-14.0,67.59,4.0,1.0,2.0,3.0
2020-12-14,E92000001,England,56550138,30019.0,19772.0,415.0,1746.0,15053.0,11777.0,153.0,3.0,66038.0,709.0,-32.49611671629216,0.6750388328370784,-37.17150247413405,0.6282849752586595,-23.886393723235827,11.337930636614848,-35.0,73.15,4.0,1.0,2.0,3.0
2020-12-15,E92000001,England,56550138,29652.0,21588.428571428572,391.0,1730.0,15031.0,52597.0,117.0,3.0,118635.0,826.0,-31.856883337585096,0.681431166624149,-35.92801628196365,0.6407198371803635,-23.701510769931822,11.31138554428028,-34.0,73.15,4.0,1.0,2.0,3.0
2020-12-16,E92000001,England,56550138,30650.0,23432.14285714286,354.0,1796.0,15465.0,84518.0,155.0,1.0,203153.0,981.0,-31.961899487776677,0.6803810051222332,-40.943253237990085,0.5905674676200992,-31.23037211326685,13.064247594510753,-34.0,73.15,4.0,1.0,2.0,3.0
2020-12-17,E92000001,England,56550138,30159.0,25047.714285714286,441.0,1873.0,15741.0,84777.0,173.0,4.0,287930.0,1154.0,-32.48817499913991,0.6751182500086009,-37.565061984798824,0.6243493801520117,-25.8586756810441,12.401190038032142,-35.0,73.15,4.0,1.0,2.0,3.0
2020-12-18,E92000001,England,56550138,32426.0,26797.571428571428,436.0,1672.0,15866.0,68978.0,155.0,1.0,356908.0,1309.0,-35.88340343866659,0.6411659656133342,-39.45134061844588,0.6054865938155412,-31.826730141203825,14.096757044125464,-37.0,73.15,4.0,1.0,2.0,3.0
2020-12-19,E92000001,England,56550138,22195.0,27644.285714285714,415.0,1812.0,16183.0,79422.0,17.0,4.0,436330.0,1326.0,-12.40840532112462,0.8759159467887538,-35.249671673355884,0.6475032832664411,-38.018409660514926,8.167159594791174,-13.0,76.85,4.0,2.0,2.0,3.0
2020-12-20,E92000001,England,56550138,29556.0,29236.714285714286,430.0,1976.0,16633.0,70963.0,18.0,2.0,507293.0,1344.0,-11.9924121200437,0.8800758787995631,-38.07838214417162,0.6192161785582838,-41.177754847491684,6.971479446479446,-13.0,76.85,4.0,2.0,2.0,3.0
2020-12-21,E92000001,England,56550138,43446.0,31154.85714285714,498.0,2115.0,17709.0,59125.0,79.0,5.0,566418.0,1423.0,-47.64158273500379,0.5235841726499622,-45.440760409181465,0.5455923959081854,-23.810391655128498,15.467801934907198,-49.0,76.85,4.0,2.0,2.0,3.0
2020-12-22,E92000001,England,56550138,41741.0,32881.857142857145,491.0,2203.0,18063.0,77600.0,63.0,6.0,644018.0,1486.0,-48.91259380645346,0.5108740619354655,-43.97128850681483,0.5602871149318517,-22.515774576300892,15.624072564862038,-50.0,76.85,4.0,2.0,2.0,3.0
2020-12-23,E92000001,England,56550138,38383.0,33986.57142857143,483.0,1980.0,17834.0,72889.0,33.0,5.0,716907.0,1519.0,-51.96074442127073,0.4803925557872927,-47.84240204240204,0.5215759795759796,-25.462432450590345,17.529930157561736,-53.0,76.85,4.0,2.0,2.0,3.0
2020-12-24,E92000001,England,56550138,29287.0,33862.0,490.0,1795.0,18227.0,25380.0,4.0,2.0,742287.0,1523.0,-64.03815672631463,0.3596184327368538,-53.29695363116416,0.46703046368835843,-32.9129113576482,20.437679571890097,-65.0,79.63,4.0,2.0,2.0,3.0
2020-12-25,E92000001,England,56550138,12926.0,31076.285714285714,541.0,1952.0,17701.0,266.0,3.0,1.0,742553.0,1526.0,-84.59172362724993,0.15408276372750063,-81.4484531550321,0.18551546844967903,-92.1662851768115,26.82725666146719,-85.0,75.46,3.0,2.0,2.0,3.0
2020-12-26,E92000001,England,56550138,37462.0,33257.28571428572,572.0,2298.0,18350.0,1796.0,6.0,0.0,744349.0,1532.0,-52.584476845441756,0.4741552315455825,-73.04855772882088,0.26951442271179116,-78.70513443671338,14.745062101641047,-54.0,79.63,4.0,2.0,2.0,3.0
2020-12-27,E92000001,England,56550138,43250.0,35213.57142857143,585.0,2572.0,19277.0,4972.0,1.0,0.0,749321.0,1533.0,-27.658785009662203,0.723412149903378,-51.644328186433455,0.4835567181356655,-52.77976292713135,9.01219860386527,-29.0,79.63,4.0,2.0,2.0,3.0
2020-12-28,E92000001,England,56550138,40845.0,34842.0,594.0,2795.0,20426.0,9022.0,9.0,2.0,758343.0,1542.0,-76.18262648657385,0.23817373513426143,-64.77013147671043,0.35229868523289565,-46.52953420848158,25.533544525649788,-77.0,79.63,4.0,2.0,2.0,3.0
2020-12-29,E92000001,England,56550138,74058.0,39458.71428571428,580.0,2886.0,21787.0,42733.0,2181.0,3.0,801076.0,3723.0,-66.01058098821257,0.33989419011787436,-58.32148275700907,0.4167851724299093,-40.34659185843397,22.894298683772366,-68.0,79.63,4.0,2.0,2.0,3.0
2020-12-30,E92000001,England,56550138,64243.0,43153.0,629.0,2861.0,22713.0,95655.0,4131.0,2.0,896731.0,7854.0,-64.2556894210403,0.35744310578959704,-56.27701421385632,0.43722985786143687,-36.264219698430225,22.397465692202534,-66.0,79.63,4.0,2.0,2.0,3.0
2020-12-31,E92000001,England,56550138,47824.0,45801.142857142855,653.0,2536.0,22728.0,80115.0,4580.0,7.0,976846.0,12434.0,-67.84155511480073,0.3215844488519928,-62.945792949740316,0.3705420705025968,-50.35700469121522,23.973686547370757,-69.0,79.63,4.0,2.0,2.0,3.0
2021-01-01,E92000001,England,56550138,28879.0,48080.142857142855,644.0,3010.0,22534.0,22749.0,1066.0,1.0,999595.0,13500.0,-83.20228348649401,0.1679771651350599,-81.13538289196184,0.18864617108038162,-82.811119728225,31.450760788918686,-83.0,79.63,4.0,2.0,2.0,3.0
2021-01-02,E92000001,England,56550138,55428.0,50646.71428571428,673.0,3145.0,23557.0,28170.0,4517.0,4.0,1027765.0,18017.0,-36.91172013496575,0.6308827986503425,-62.15785165127271,0.3784214834872729,-66.06273909651104,15.241664914033334,-39.0,79.63,4.0,2.0,2.0,3.0
2021-01-03,E92000001,England,56550138,50664.0,51705.857142857145,656.0,3351.0,24957.0,16016.0,3650.0,2.0,1043781.0,21667.0,-27.694619431900133,0.7230538056809988,-58.07067712988766,0.4192932287011234,-63.73467555835977,11.150628383961717,-29.0,79.63,4.0,2.0,2.0,3.0
