date,area_code,area_name,population,cases,cases_7d,deaths,admissions,hospital_occupancy,vax_first_dose,vax_second_dose,vax_third_dose,vax_first_cum,vax_second_cum,workplace_pct_england,workplace_m,transit_pct_england,transit_m,retail_pct_england,residential_pct_england,workplace_pct_gb,stringency,c4_gatherings,c6_stay_home,c7_movement,h7_vaccine_policy
2020-09-19,E92000001,England,56550138,4215.0,3426.0,19.0,204.0,1081.0,0.0,0.0,0.0,0.0,0.0,-8.645935545935547,0.9135406445406445,-21.423643607854135,0.7857635639214586,-23.448084079663026,3.064701656368323,-10.0,65.74,4.0,1.0,2.0,0.0
2020-09-20,E92000001,England,56550138,4652.0,3844.5714285714284,28.0,237.0,1174.0,0.0,0.0,0.0,0.0,0.0,-6.109370308054519,0.9389062969194548,-17.583384159699946,0.8241661584030006,-19.34183915499705,1.8526815776815775,-7.0,65.74,4.0,1.0,2.0,0.0
2020-09-21,E92000001,England,56550138,4727.0,4099.714285714285,24.0,275.0,1299.0,0.0,0.0,0.0,0.0,0.0,-35.27818171107645,0.6472181828892355,-25.707531503584136,0.7429246849641586,-14.686667864299444,7.91245435850699,-37.0,65.74,4.0,1.0,2.0,0.0
2020-09-22,E92000001,England,56550138,5400.0,4434.428571428572,35.0,268.0,1378.0,0.0,0.0,0.0,0.0,0.0,-34.43172878129018,0.6556827121870982,-29.4496794141531,0.7055032058584689,-17.907895905264326,8.845442861232335,-36.0,65.74,4.0,1.0,2.0,0.0
2020-09-23,E92000001,England,56550138,5933.0,4742.285714285715,52.0,314.0,1439.0,0.0,0.0,0.0,0.0,0.0,-33.70499945149068,0.6629500054850932,-35.878221924274555,0.6412177807572544,-24.82963995069258,10.575125167230432,-35.0,65.74,4.0,1.0,2.0,0.0
2020-09-24,E92000001,England,56550138,6361.0,5082.571428571428,33.0,288.0,1546.0,0.0,0.0,0.0,0.0,0.0,-33.52009254553114,0.6647990745446886,-34.987837747048275,0.6501216225295172,-22.515684899895426,10.095153092521514,-35.0,67.59,4.0,1.0,2.0,0.0
2020-09-25,E92000001,England,56550138,6105.0,5341.857142857143,30.0,274.0,1686.0,0.0,0.0,0.0,0.0,0.0,-32.173848601041584,0.6782615139895842,-30.57482926430295,0.6942517073569705,-22.98388964836333,9.251357560568087,-34.0,67.59,4.0,1.0,2.0,0.0
2020-09-26,E92000001,England,56550138,5704.0,5554.571428571428,36.0,245.0,1689.0,0.0,0.0,0.0,0.0,0.0,-7.58867902727552,0.9241132097272449,-29.352118933697877,0.7064788106630212,-25.305799723343583,4.613366312050522,-9.0,67.59,4.0,1.0,2.0,0.0
2020-09-27,E92000001,England,56550138,6084.0,5759.142857142857,44.0,241.0,1793.0,0.0,0.0,0.0,0.0,0.0,-5.720013904224431,0.9427998609577557,-25.263098597309124,0.7473690140269087,-22.642502964871387,3.360982146508462,-7.0,67.59,4.0,1.0,2.0,0.0
2020-09-28,E92000001,England,56550138,8641.0,6318.285714285715,47.0,308.0,1955.0,0.0,0.0,0.0,0.0,0.0,-31.925229059439587,0.6807477094056041,-30.483238106922315,0.6951676189307768,-16.53059498980552,9.000702952018742,-35.0,67.59,4.0,1.0,2.0,0.0
2020-09-29,E92000001,England,56550138,8832.0,6808.571428571428,43.0,310.0,1954.0,0.0,0.0,0.0,0.0,0.0,-31.627618223232258,0.6837238177676774,-31.160669301458775,0.6883933069854122,-17.936355165302537,9.463296141804914,-34.0,67.59,4.0,1.0,2.0,0.0
